epoch,loss,accuracy
1,1.0820038318634033,0.649649977684021
2,0.6621785759925842,0.7764166593551636
3,0.574215292930603,0.8046666383743286
4,0.5235516428947449,0.8206666707992554
5,0.49161821603775024,0.8313166499137878
6,0.4658556282520294,0.8394333124160767
7,0.44478553533554077,0.847599983215332
8,0.43030884861946106,0.8514333367347717
9,0.4184161424636841,0.8554333448410034
10,0.407461941242218,0.8597333431243896
